trajectory_id,style,data_label,attack_type,crashed,steps,mean_speed,lane_changes,action_entropy_bits,min_front_gap,min_ttc,clean_return,return,clean_mean_reward,mean_reward,reward_delta,n_poisoned_transitions,poisoned_transition_fraction
cautious_000,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,61.8491180542195,33.143788234699514,106.0145929339478,106.0145929339478,0.7020833969135616,0.7020833969135616,0.0,0,0.0
cautious_001,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,41.050172667253065,13.088266908694314,106.0145929339478,106.0145929339478,0.7020833969135616,0.7020833969135616,0.0,0,0.0
cautious_002,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,20.21826261604292,6.241520631560314,106.0145929339478,106.0145929339478,0.7020833969135616,0.7020833969135616,0.0,0,0.0
cautious_003,cautious,poisoned,decision_targeted_reward_poison,False,151,20.078127384258558,1,0.11485434496175385,16.49286713571837,6.132765956601652,107.0479207678356,107.2979207678356,0.7089266276015603,0.7105822567406331,0.25,1,0.006622516556291391
cautious_004,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,22.027566841185802,6.751875894243935,100.98125960061444,100.98125960061444,0.668750063580228,0.668750063580228,0.0,0,0.0
cautious_005,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,22.605973854064132,17.426775288694145,106.0145929339478,106.0145929339478,0.7020833969135616,0.7020833969135616,0.0,0,0.0
cautious_006,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,77.50322591572638,38.6306528776744,100.98125960061444,100.98125960061444,0.668750063580228,0.668750063580228,0.0,0,0.0
cautious_007,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,21.49606577892257,6.921136430475735,111.04792626728113,111.04792626728113,0.7354167302468949,0.7354167302468949,0.0,0,0.0
cautious_008,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,90.5533546382361,66.4750898745649,100.98125960061444,100.98125960061444,0.668750063580228,0.668750063580228,0.0,0,0.0
cautious_009,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,69.63073227175357,47.33563493106359,106.0145929339478,106.0145929339478,0.7020833969135616,0.7020833969135616,0.0,0,0.0
cautious_010,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,91.28807032590743,45.04353572872925,111.04792626728113,111.04792626728113,0.7354167302468949,0.7354167302468949,0.0,0,0.0
cautious_011,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,24.834567538383283,25.364384005285746,111.04792626728113,111.04792626728113,0.7354167302468949,0.7354167302468949,0.0,0,0.0
cautious_012,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,48.26066777128821,157.39192338541764,106.0145929339478,106.0145929339478,0.7020833969135616,0.7020833969135616,0.0,0,0.0
cautious_013,cautious,poisoned,decision_targeted_reward_poison,False,151,20.078127384258558,1,0.11485434496175385,15.100928304765944,11.43656584283635,102.54792626728113,102.79792626728113,0.679125339518418,0.6807809686574909,0.25,1,0.006622516556291391
cautious_014,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,45.18183899790685,30.14391424126306,100.98125960061444,100.98125960061444,0.668750063580228,0.668750063580228,0.0,0,0.0
cautious_015,cautious,clean,,False,151,20.078127384258558,1,0.11485434496175385,16.530387532558194,4.135497179461182,101.23109775635564,101.23109775635564,0.6704046209030174,0.6704046209030174,0.0,0,0.0
cautious_016,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,74.95602183277742,75.65563342213936,100.98125960061444,100.98125960061444,0.668750063580228,0.668750063580228,0.0,0,0.0
cautious_017,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,33.83023875675292,35.96998918464196,106.0145929339478,106.0145929339478,0.7020833969135616,0.7020833969135616,0.0,0,0.0
cautious_018,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,24.409955323343098,30.925454901706154,100.98125960061444,100.98125960061444,0.668750063580228,0.668750063580228,0.0,0,0.0
cautious_019,cautious,clean,,False,151,20.078127384258558,0,0.0574590202894357,86.62518673159138,28.90608855730201,111.04792626728113,111.04792626728113,0.7354167302468949,0.7354167302468949,0.0,0,0.0
normal_000,normal,poisoned,decision_targeted_reward_poison,False,151,21.3023190713279,2,1.241678052755055,11.51425321049635,3.2237306213645636,107.63667372244004,107.88667372244004,0.7128256537909936,0.7144812829300665,0.25,1,0.006622516556291391
normal_001,normal,clean,,False,151,22.459358967669797,2,0.6088934421808647,14.729445934115347,3.1409340072205287,116.25787517972543,116.25787517972543,0.7699197031769897,0.7699197031769897,0.0,0,0.0
normal_002,normal,poisoned,decision_targeted_reward_poison,False,151,22.727134006741075,2,0.3428809796571554,13.41873919689499,4.102551650555833,120.3383615312487,120.5883615312487,0.7969427915976734,0.7985984207367464,0.25,1,0.006622516556291391
normal_003,normal,poisoned,decision_targeted_reward_poison,False,151,23.71113466765922,2,0.3428809796571554,16.3520858712576,3.942756631030592,119.26471153206066,119.51471153206066,0.7898325267023885,0.7914881558414614,0.25,1,0.006622516556291391
